SNP,s_giganteum_chr_name,LG,WRC_scaffold,map_position,WRC_scaffold_length,position,accurate_pos,distance_from_origin
29377538_5467114,CM021107.1,8,29377538,223125709,5535163,5467114,228592823,223582206
29377538_5467119,CM021107.1,8,29377538,223125709,5535163,5467119,228592828,223582211
29381247_5506728,CM021107.1,8,29381247,223125708,6229373,5506728,228632436,223621819
29381247_5506740,CM021107.1,8,29381247,223125708,6229373,5506740,228632448,223621831
29381247_5510441,CM021107.1,8,29381247,223125708,6229373,5510441,228636149,223625532
29381247_5510468,CM021107.1,8,29381247,223125708,6229373,5510468,228636176,223625559
29381247_5510478,CM021107.1,8,29381247,223125708,6229373,5510478,228636186,223625569
29381247_5510479,CM021107.1,8,29381247,223125708,6229373,5510479,228636187,223625570
29381594_5700490,CM021107.1,8,29381594,223125708,14915444,5700490,228826198,223815581
29381594_7991397,CM021107.1,8,29381594,223125708,14915444,7991397,231117105,226106488
29381594_9505337,CM021107.1,8,29381594,223125708,14915444,9505337,232631045,227620428
29381594_12312904,CM021107.1,8,29381594,223125708,14915444,12312904,235438612,230427995
29381594_12312953,CM021107.1,8,29381594,223125708,14915444,12312953,235438661,230428044
29381594_12313015,CM021107.1,8,29381594,223125708,14915444,12313015,235438723,230428106
29381594_13987702,CM021107.1,8,29381594,223125708,14915444,13987702,237113410,232102793
29381594_14446896,CM021107.1,8,29381594,223125708,14915444,14446896,237572604,232561987
29381594_14447580,CM021107.1,8,29381594,223125708,14915444,14447580,237573288,232562671
29381594_14451269,CM021107.1,8,29381594,223125708,14915444,14451269,237576977,232566360
29381594_14451342,CM021107.1,8,29381594,223125708,14915444,14451342,237577050,232566433
29381594_14451382,CM021107.1,8,29381594,223125708,14915444,14451382,237577090,232566473
29381594_14451504,CM021107.1,8,29381594,223125708,14915444,14451504,237577212,232566595
29381594_14451565,CM021107.1,8,29381594,223125708,14915444,14451565,237577273,232566656
29381291_2687,CM021107.1,8,29381291,237751518,4727981,2687,237754205,232743588
29380754_17419,CM021107.1,8,29380754,237751525,997854,17419,237768944,232758327
29380754_17455,CM021107.1,8,29380754,237751525,997854,17455,237768980,232758363
29380754_17464,CM021107.1,8,29380754,237751525,997854,17464,237768989,232758372
29377617_29083,CM021107.1,8,29377617,237751526,3666157,29083,237780609,232769992
29377617_29084,CM021107.1,8,29377617,237751526,3666157,29084,237780610,232769993
29377617_29230,CM021107.1,8,29377617,237751526,3666157,29230,237780756,232770139
29377617_29276,CM021107.1,8,29377617,237751526,3666157,29276,237780802,232770185
29373518_31501,CM021107.1,8,29373518,237759537,115463,31501,237791038,232780421
29373518_31503,CM021107.1,8,29373518,237759537,115463,31503,237791040,232780423
29373518_31524,CM021107.1,8,29373518,237759537,115463,31524,237791061,232780444
29373518_31535,CM021107.1,8,29373518,237759537,115463,31535,237791072,232780455
29373518_31536,CM021107.1,8,29373518,237759537,115463,31536,237791073,232780456
29373518_31537,CM021107.1,8,29373518,237759537,115463,31537,237791074,232780457
29373518_31550,CM021107.1,8,29373518,237759537,115463,31550,237791087,232780470
29373518_31559,CM021107.1,8,29373518,237759537,115463,31559,237791096,232780479
29373518_31564,CM021107.1,8,29373518,237759537,115463,31564,237791101,232780484
29373518_31583,CM021107.1,8,29373518,237759537,115463,31583,237791120,232780503
29373518_31612,CM021107.1,8,29373518,237759537,115463,31612,237791149,232780532
29373518_31617,CM021107.1,8,29373518,237759537,115463,31617,237791154,232780537
29373518_31646,CM021107.1,8,29373518,237759537,115463,31646,237791183,232780566
29373518_31657,CM021107.1,8,29373518,237759537,115463,31657,237791194,232780577
29373518_31673,CM021107.1,8,29373518,237759537,115463,31673,237791210,232780593
29373518_31700,CM021107.1,8,29373518,237759537,115463,31700,237791237,232780620
29373518_31708,CM021107.1,8,29373518,237759537,115463,31708,237791245,232780628
29373518_31715,CM021107.1,8,29373518,237759537,115463,31715,237791252,232780635
29373518_31728,CM021107.1,8,29373518,237759537,115463,31728,237791265,232780648
29378186_66108,CM021107.1,8,29378186,237751524,303477,66108,237817632,232807015
29378186_66223,CM021107.1,8,29378186,237751524,303477,66223,237817747,232807130
29381291_68352,CM021107.1,8,29381291,237751518,4727981,68352,237819870,232809253
29381291_68432,CM021107.1,8,29381291,237751518,4727981,68432,237819950,232809333
29381291_68444,CM021107.1,8,29381291,237751518,4727981,68444,237819962,232809345
29381291_68450,CM021107.1,8,29381291,237751518,4727981,68450,237819968,232809351
29381291_68476,CM021107.1,8,29381291,237751518,4727981,68476,237819994,232809377
29381291_68488,CM021107.1,8,29381291,237751518,4727981,68488,237820006,232809389
29381291_68527,CM021107.1,8,29381291,237751518,4727981,68527,237820045,232809428
29381285_64246,CM021107.1,8,29381285,237758104,6886343,64246,237822350,232811733
29381285_64251,CM021107.1,8,29381285,237758104,6886343,64251,237822355,232811738
29381285_64260,CM021107.1,8,29381285,237758104,6886343,64260,237822364,232811747
29381285_64290,CM021107.1,8,29381285,237758104,6886343,64290,237822394,232811777
29379492_71813,CM021107.1,8,29379492,237757518,1174802,71813,237829331,232818714
29379492_84369,CM021107.1,8,29379492,237757518,1174802,84369,237841887,232831270
29379492_87963,CM021107.1,8,29379492,237757518,1174802,87963,237845481,232834864
29379492_90079,CM021107.1,8,29379492,237757518,1174802,90079,237847597,232836980
29379492_104504,CM021107.1,8,29379492,237757518,1174802,104504,237862022,232851405
29379492_104521,CM021107.1,8,29379492,237757518,1174802,104521,237862039,232851422
29379492_104553,CM021107.1,8,29379492,237757518,1174802,104553,237862071,232851454
29379492_104567,CM021107.1,8,29379492,237757518,1174802,104567,237862085,232851468
29379492_104611,CM021107.1,8,29379492,237757518,1174802,104611,237862129,232851512
29379492_104766,CM021107.1,8,29379492,237757518,1174802,104766,237862284,232851667
29379492_104806,CM021107.1,8,29379492,237757518,1174802,104806,237862324,232851707
29379492_108892,CM021107.1,8,29379492,237757518,1174802,108892,237866410,232855793
29379492_108928,CM021107.1,8,29379492,237757518,1174802,108928,237866446,232855829
29381465_114957,CM021107.1,8,29381465,237751523,743930,114957,237866480,232855863
29379492_108965,CM021107.1,8,29379492,237757518,1174802,108965,237866483,232855866
29381465_115003,CM021107.1,8,29381465,237751523,743930,115003,237866526,232855909
29381465_115009,CM021107.1,8,29381465,237751523,743930,115009,237866532,232855915
29379492_109073,CM021107.1,8,29379492,237757518,1174802,109073,237866591,232855974
29379492_109093,CM021107.1,8,29379492,237757518,1174802,109093,237866611,232855994
29379492_109355,CM021107.1,8,29379492,237757518,1174802,109355,237866873,232856256
29379492_109386,CM021107.1,8,29379492,237757518,1174802,109386,237866904,232856287
29379492_109429,CM021107.1,8,29379492,237757518,1174802,109429,237866947,232856330
29381285_163216,CM021107.1,8,29381285,237758104,6886343,163216,237921320,232910703
29350989_173850,CM021107.1,8,29350989,237751526,224612,173850,237925376,232914759
29350508_230421,CM021107.1,8,29350508,237751513,1411108,230421,237981934,232971317
29380737_233898,CM021107.1,8,29380737,237751524,1289716,233898,237985422,232974805
29380737_233918,CM021107.1,8,29380737,237751524,1289716,233918,237985442,232974825
29380737_233968,CM021107.1,8,29380737,237751524,1289716,233968,237985492,232974875
29378862_259339,CM021107.1,8,29378862,237751521,550614,259339,238010860,233000243
29378862_259340,CM021107.1,8,29378862,237751521,550614,259340,238010861,233000244
29378862_259470,CM021107.1,8,29378862,237751521,550614,259470,238010991,233000374
29378862_259487,CM021107.1,8,29378862,237751521,550614,259487,238011008,233000391
29381145_282460,CM021107.1,8,29381145,237757010,6318947,282460,238039470,233028853
29377617_451230,CM021107.1,8,29377617,237751526,3666157,451230,238202756,233192139
29378862_535101,CM021107.1,8,29378862,237751521,550614,535101,238286622,233276005
29377340_543505,CM021107.1,8,29377340,237751525,2042714,543505,238295030,233284413
29377340_543524,CM021107.1,8,29377340,237751525,2042714,543524,238295049,233284432
29377340_543657,CM021107.1,8,29377340,237751525,2042714,543657,238295182,233284565
29377340_543659,CM021107.1,8,29377340,237751525,2042714,543659,238295184,233284567
29377340_543662,CM021107.1,8,29377340,237751525,2042714,543662,238295187,233284570
29377340_543672,CM021107.1,8,29377340,237751525,2042714,543672,238295197,233284580
29377340_543702,CM021107.1,8,29377340,237751525,2042714,543702,238295227,233284610
29377340_543735,CM021107.1,8,29377340,237751525,2042714,543735,238295260,233284643
29350508_557311,CM021107.1,8,29350508,237751513,1411108,557311,238308824,233298207
29380758_568669,CM021107.1,8,29380758,237751526,2419264,568669,238320195,233309578
29377340_570057,CM021107.1,8,29377340,237751525,2042714,570057,238321582,233310965
29377340_570090,CM021107.1,8,29377340,237751525,2042714,570090,238321615,233310998
29377340_570091,CM021107.1,8,29377340,237751525,2042714,570091,238321616,233310999
29377340_570137,CM021107.1,8,29377340,237751525,2042714,570137,238321662,233311045
29377340_570355,CM021107.1,8,29377340,237751525,2042714,570355,238321880,233311263
29377340_570375,CM021107.1,8,29377340,237751525,2042714,570375,238321900,233311283
29377340_570437,CM021107.1,8,29377340,237751525,2042714,570437,238321962,233311345
29350508_628942,CM021107.1,8,29350508,237751513,1411108,628942,238380455,233369838
29350508_629016,CM021107.1,8,29350508,237751513,1411108,629016,238380529,233369912
29377340_629881,CM021107.1,8,29377340,237751525,2042714,629881,238381406,233370789
29377137_636265,CM021107.1,8,29377137,237758594,2463113,636265,238394859,233384242
29377137_640037,CM021107.1,8,29377137,237758594,2463113,640037,238398631,233388014
29381145_644906,CM021107.1,8,29381145,237757010,6318947,644906,238401916,233391299
29377137_728551,CM021107.1,8,29377137,237758594,2463113,728551,238487145,233476528
29382498_802100,CM021107.1,8,29382498,237751523,1141209,802100,238553623,233543006
29382498_802729,CM021107.1,8,29382498,237751523,1141209,802729,238554252,233543635
29381291_851742,CM021107.1,8,29381291,237751518,4727981,851742,238603260,233592643
29378006_853028,CM021107.1,8,29378006,237751519,7871244,853028,238604547,233593930
29378006_853037,CM021107.1,8,29378006,237751519,7871244,853037,238604556,233593939
29378006_853068,CM021107.1,8,29378006,237751519,7871244,853068,238604587,233593970
29382498_911959,CM021107.1,8,29382498,237751523,1141209,911959,238663482,233652865
29382498_912039,CM021107.1,8,29382498,237751523,1141209,912039,238663562,233652945
29381291_984402,CM021107.1,8,29381291,237751518,4727981,984402,238735920,233725303
29381291_984457,CM021107.1,8,29381291,237751518,4727981,984457,238735975,233725358
29350508_1027648,CM021107.1,8,29350508,237751513,1411108,1027648,238779161,233768544
29350508_1027707,CM021107.1,8,29350508,237751513,1411108,1027707,238779220,233768603
29350508_1087734,CM021107.1,8,29350508,237751513,1411108,1087734,238839247,233828630
29350508_1087737,CM021107.1,8,29350508,237751513,1411108,1087737,238839250,233828633
29350508_1087743,CM021107.1,8,29350508,237751513,1411108,1087743,238839256,233828639
29350508_1087744,CM021107.1,8,29350508,237751513,1411108,1087744,238839257,233828640
29350508_1087807,CM021107.1,8,29350508,237751513,1411108,1087807,238839320,233828703
29350508_1087808,CM021107.1,8,29350508,237751513,1411108,1087808,238839321,233828704
29350508_1087830,CM021107.1,8,29350508,237751513,1411108,1087830,238839343,233828726
29350508_1087859,CM021107.1,8,29350508,237751513,1411108,1087859,238839372,233828755
29380398_1103420,CM021107.1,8,29380398,237757408,3236316,1103420,238860828,233850211
29350508_1110565,CM021107.1,8,29350508,237751513,1411108,1110565,238862078,233851461
29350508_1112457,CM021107.1,8,29350508,237751513,1411108,1112457,238863970,233853353
29350508_1180855,CM021107.1,8,29350508,237751513,1411108,1180855,238932368,233921751
29350508_1180859,CM021107.1,8,29350508,237751513,1411108,1180859,238932372,233921755
29379553_1196403,CM021107.1,8,29379553,237753363,2167908,1196403,238949766,233939149
29377137_1495533,CM021107.1,8,29377137,237758594,2463113,1495533,239254127,234243510
29377137_1505056,CM021107.1,8,29377137,237758594,2463113,1505056,239263650,234253033
29381589_1534576,CM021107.1,8,29381589,237751525,3225270,1534576,239286101,234275484
29381589_1534601,CM021107.1,8,29381589,237751525,3225270,1534601,239286126,234275509
29381589_1534631,CM021107.1,8,29381589,237751525,3225270,1534631,239286156,234275539
29381589_1534648,CM021107.1,8,29381589,237751525,3225270,1534648,239286173,234275556
29381589_1534685,CM021107.1,8,29381589,237751525,3225270,1534685,239286210,234275593
29381589_1534710,CM021107.1,8,29381589,237751525,3225270,1534710,239286235,234275618
29381589_1534713,CM021107.1,8,29381589,237751525,3225270,1534713,239286238,234275621
29377617_1590194,CM021107.1,8,29377617,237751526,3666157,1590194,239341720,234331103
29377617_1590215,CM021107.1,8,29377617,237751526,3666157,1590215,239341741,234331124
29377617_1590231,CM021107.1,8,29377617,237751526,3666157,1590231,239341757,234331140
29377617_1590245,CM021107.1,8,29377617,237751526,3666157,1590245,239341771,234331154
29377340_1621332,CM021107.1,8,29377340,237751525,2042714,1621332,239372857,234362240
29377617_1625811,CM021107.1,8,29377617,237751526,3666157,1625811,239377337,234366720
29377617_1625872,CM021107.1,8,29377617,237751526,3666157,1625872,239377398,234366781
29377617_1625916,CM021107.1,8,29377617,237751526,3666157,1625916,239377442,234366825
29381145_1649492,CM021107.1,8,29381145,237757010,6318947,1649492,239406502,234395885
29381145_1651194,CM021107.1,8,29381145,237757010,6318947,1651194,239408204,234397587
29381929_1794620,CM021107.1,8,29381929,237751513,3763839,1794620,239546133,234535516
29380398_1889642,CM021107.1,8,29380398,237757408,3236316,1889642,239647050,234636433
29380398_1890353,CM021107.1,8,29380398,237757408,3236316,1890353,239647761,234637144
29380398_1890376,CM021107.1,8,29380398,237757408,3236316,1890376,239647784,234637167
29380398_1890382,CM021107.1,8,29380398,237757408,3236316,1890382,239647790,234637173
29380398_1890383,CM021107.1,8,29380398,237757408,3236316,1890383,239647791,234637174
29380398_1890385,CM021107.1,8,29380398,237757408,3236316,1890385,239647793,234637176
29380398_1890409,CM021107.1,8,29380398,237757408,3236316,1890409,239647817,234637200
29380398_1890413,CM021107.1,8,29380398,237757408,3236316,1890413,239647821,234637204
29380398_1890414,CM021107.1,8,29380398,237757408,3236316,1890414,239647822,234637205
29380398_1890452,CM021107.1,8,29380398,237757408,3236316,1890452,239647860,234637243
29380398_1890479,CM021107.1,8,29380398,237757408,3236316,1890479,239647887,234637270
29380398_1890480,CM021107.1,8,29380398,237757408,3236316,1890480,239647888,234637271
29380398_1890492,CM021107.1,8,29380398,237757408,3236316,1890492,239647900,234637283
29380398_1890617,CM021107.1,8,29380398,237757408,3236316,1890617,239648025,234637408
29380398_1890645,CM021107.1,8,29380398,237757408,3236316,1890645,239648053,234637436
29380398_1890650,CM021107.1,8,29380398,237757408,3236316,1890650,239648058,234637441
29377137_1899720,CM021107.1,8,29377137,237758594,2463113,1899720,239658314,234647697
29379553_1937196,CM021107.1,8,29379553,237753363,2167908,1937196,239690559,234679942
29379553_1937245,CM021107.1,8,29379553,237753363,2167908,1937245,239690608,234679991
29379553_1937329,CM021107.1,8,29379553,237753363,2167908,1937329,239690692,234680075
29379553_2012754,CM021107.1,8,29379553,237753363,2167908,2012754,239766117,234755500
29379553_2012906,CM021107.1,8,29379553,237753363,2167908,2012906,239766269,234755652
29379553_2012912,CM021107.1,8,29379553,237753363,2167908,2012912,239766275,234755658
29379553_2012916,CM021107.1,8,29379553,237753363,2167908,2012916,239766279,234755662
29379553_2012934,CM021107.1,8,29379553,237753363,2167908,2012934,239766297,234755680
29382049_2038458,CM021107.1,8,29382049,237751526,12753296,2038458,239789984,234779367
29382049_2038483,CM021107.1,8,29382049,237751526,12753296,2038483,239790009,234779392
29382049_2038496,CM021107.1,8,29382049,237751526,12753296,2038496,239790022,234779405
29382049_2038537,CM021107.1,8,29382049,237751526,12753296,2038537,239790063,234779446
29382049_2038547,CM021107.1,8,29382049,237751526,12753296,2038547,239790073,234779456
29382049_2038567,CM021107.1,8,29382049,237751526,12753296,2038567,239790093,234779476
29382049_2038568,CM021107.1,8,29382049,237751526,12753296,2038568,239790094,234779477
29382049_2038575,CM021107.1,8,29382049,237751526,12753296,2038575,239790101,234779484
29377356_2046987,CM021107.1,8,29377356,237757914,2825814,2046987,239804901,234794284
29381589_2122265,CM021107.1,8,29381589,237751525,3225270,2122265,239873790,234863173
29381589_2123655,CM021107.1,8,29381589,237751525,3225270,2123655,239875180,234864563
29381589_2147503,CM021107.1,8,29381589,237751525,3225270,2147503,239899028,234888411
29381589_2147520,CM021107.1,8,29381589,237751525,3225270,2147520,239899045,234888428
29377356_2142354,CM021107.1,8,29377356,237757914,2825814,2142354,239900268,234889651
29377356_2142577,CM021107.1,8,29377356,237757914,2825814,2142577,239900491,234889874
29377356_2142631,CM021107.1,8,29377356,237757914,2825814,2142631,239900545,234889928
29377137_2225547,CM021107.1,8,29377137,237758594,2463113,2225547,239984141,234973524
29379809_2236549,CM021107.1,8,29379809,237751526,2354836,2236549,239988075,234977458
29377137_2237464,CM021107.1,8,29377137,237758594,2463113,2237464,239996058,234985441
29377137_2237476,CM021107.1,8,29377137,237758594,2463113,2237476,239996070,234985453
29377356_2392275,CM021107.1,8,29377356,237757914,2825814,2392275,240150189,235139572
29380758_2408272,CM021107.1,8,29380758,237751526,2419264,2408272,240159798,235149181
29380758_2408276,CM021107.1,8,29380758,237751526,2419264,2408276,240159802,235149185
29367943_7956,CM021107.1,8,29367943,240284118,54063,7956,240292074,235281457
29367943_7962,CM021107.1,8,29367943,240284118,54063,7962,240292080,235281463
29353308_36410,CM021107.1,8,29353308,240283482,268680,36410,240319892,235309275
29353308_36451,CM021107.1,8,29353308,240283482,268680,36451,240319933,235309316
29381497_37202,CM021107.1,8,29381497,240283985,1235217,37202,240321187,235310570
29381497_37209,CM021107.1,8,29381497,240283985,1235217,37209,240321194,235310577
29381497_37351,CM021107.1,8,29381497,240283985,1235217,37351,240321336,235310719
29381497_37845,CM021107.1,8,29381497,240283985,1235217,37845,240321830,235311213
29381497_37879,CM021107.1,8,29381497,240283985,1235217,37879,240321864,235311247
29379989_47536,CM021107.1,8,29379989,240285807,257216,47536,240333343,235322726
29382265_2634795,CM021107.1,8,29382265,237757047,3537404,2634795,240391842,235381225
29381497_155765,CM021107.1,8,29381497,240283985,1235217,155765,240439750,235429133
29380398_2684951,CM021107.1,8,29380398,237757408,3236316,2684951,240442359,235431742
29381929_2721771,CM021107.1,8,29381929,237751513,3763839,2721771,240473284,235462667
29381929_2721779,CM021107.1,8,29381929,237751513,3763839,2721779,240473292,235462675
29381929_2721783,CM021107.1,8,29381929,237751513,3763839,2721783,240473296,235462679
29381929_2721814,CM021107.1,8,29381929,237751513,3763839,2721814,240473327,235462710
29381929_2721854,CM021107.1,8,29381929,237751513,3763839,2721854,240473367,235462750
29381929_2721863,CM021107.1,8,29381929,237751513,3763839,2721863,240473376,235462759
29381929_2721869,CM021107.1,8,29381929,237751513,3763839,2721869,240473382,235462765
29381929_2722051,CM021107.1,8,29381929,237751513,3763839,2722051,240473564,235462947
29381929_2722057,CM021107.1,8,29381929,237751513,3763839,2722057,240473570,235462953
29381929_2722088,CM021107.1,8,29381929,237751513,3763839,2722088,240473601,235462984
29381929_2722118,CM021107.1,8,29381929,237751513,3763839,2722118,240473631,235463014
29381929_2726080,CM021107.1,8,29381929,237751513,3763839,2726080,240477593,235466976
29381929_2726147,CM021107.1,8,29381929,237751513,3763839,2726147,240477660,235467043
29381929_2726225,CM021107.1,8,29381929,237751513,3763839,2726225,240477738,235467121
29381929_2726290,CM021107.1,8,29381929,237751513,3763839,2726290,240477803,235467186
29381929_2726405,CM021107.1,8,29381929,237751513,3763839,2726405,240477918,235467301
29381929_2726512,CM021107.1,8,29381929,237751513,3763839,2726512,240478025,235467408
29381929_2726519,CM021107.1,8,29381929,237751513,3763839,2726519,240478032,235467415
29378934_202105,CM021107.1,8,29378934,240283482,1165486,202105,240485587,235474970
29381497_202467,CM021107.1,8,29381497,240283985,1235217,202467,240486452,235475835
29381497_202514,CM021107.1,8,29381497,240283985,1235217,202514,240486499,235475882
29381497_222631,CM021107.1,8,29381497,240283985,1235217,222631,240506616,235495999
29380600_271133,CM021107.1,8,29380600,240283482,540692,271133,240554615,235543998
29380600_271189,CM021107.1,8,29380600,240283482,540692,271189,240554671,235544054
29380600_271199,CM021107.1,8,29380600,240283482,540692,271199,240554681,235544064
29380600_271211,CM021107.1,8,29380600,240283482,540692,271211,240554693,235544076
29380600_271234,CM021107.1,8,29380600,240283482,540692,271234,240554716,235544099
29378934_281699,CM021107.1,8,29378934,240283482,1165486,281699,240565181,235554564
29378934_281731,CM021107.1,8,29378934,240283482,1165486,281731,240565213,235554596
29381497_294949,CM021107.1,8,29381497,240283985,1235217,294949,240578934,235568317
29381285_2842233,CM021107.1,8,29381285,237758104,6886343,2842233,240600337,235589720
29379440_2889021,CM021107.1,8,29379440,237751525,7468824,2889021,240640546,235629929
29379440_2889031,CM021107.1,8,29379440,237751525,7468824,2889031,240640556,235629939
29379440_2889055,CM021107.1,8,29379440,237751525,7468824,2889055,240640580,235629963
29379440_2889341,CM021107.1,8,29379440,237751525,7468824,2889341,240640866,235630249
29379440_2906957,CM021107.1,8,29379440,237751525,7468824,2906957,240658482,235647865
29379440_2923420,CM021107.1,8,29379440,237751525,7468824,2923420,240674945,235664328
29379440_2923498,CM021107.1,8,29379440,237751525,7468824,2923498,240675023,235664406
29379440_2923523,CM021107.1,8,29379440,237751525,7468824,2923523,240675048,235664431
29377337_477903,CM021107.1,8,29377337,240283482,2510720,477903,240761385,235750768
29377145_616095,CM021107.1,8,29377145,240283482,1235964,616095,240899577,235888960
29377563_628559,CM021107.1,8,29377563,240283482,2064221,628559,240912041,235901424
29377145_641421,CM021107.1,8,29377145,240283482,1235964,641421,240924903,235914286
29382049_3178155,CM021107.1,8,29382049,237751526,12753296,3178155,240929681,235919064
29382049_3178212,CM021107.1,8,29382049,237751526,12753296,3178212,240929738,235919121
29377145_668752,CM021107.1,8,29377145,240283482,1235964,668752,240952234,235941617
29377145_668981,CM021107.1,8,29377145,240283482,1235964,668981,240952463,235941846
29377145_669003,CM021107.1,8,29377145,240283482,1235964,669003,240952485,235941868
29382049_3244733,CM021107.1,8,29382049,237751526,12753296,3244733,240996259,235985642
29382049_3244750,CM021107.1,8,29382049,237751526,12753296,3244750,240996276,235985659
29382049_3244839,CM021107.1,8,29382049,237751526,12753296,3244839,240996365,235985748
29382049_3244847,CM021107.1,8,29382049,237751526,12753296,3244847,240996373,235985756
29381497_732152,CM021107.1,8,29381497,240283985,1235217,732152,241016137,236005520
29382049_3275895,CM021107.1,8,29382049,237751526,12753296,3275895,241027421,236016804
29382049_3275897,CM021107.1,8,29382049,237751526,12753296,3275897,241027423,236016806
29381291_3291206,CM021107.1,8,29381291,237751518,4727981,3291206,241042724,236032107
29381291_3291215,CM021107.1,8,29381291,237751518,4727981,3291215,241042733,236032116
29381291_3291263,CM021107.1,8,29381291,237751518,4727981,3291263,241042781,236032164
29381291_3291265,CM021107.1,8,29381291,237751518,4727981,3291265,241042783,236032166
29381291_3291288,CM021107.1,8,29381291,237751518,4727981,3291288,241042806,236032189
29381291_3291289,CM021107.1,8,29381291,237751518,4727981,3291289,241042807,236032190
29381291_3291318,CM021107.1,8,29381291,237751518,4727981,3291318,241042836,236032219
29381291_3291353,CM021107.1,8,29381291,237751518,4727981,3291353,241042871,236032254
29381291_3291358,CM021107.1,8,29381291,237751518,4727981,3291358,241042876,236032259
29381291_3291369,CM021107.1,8,29381291,237751518,4727981,3291369,241042887,236032270
29380919_776367,CM021107.1,8,29380919,240284251,1589445,776367,241060618,236050001
29380919_776599,CM021107.1,8,29380919,240284251,1589445,776599,241060850,236050233
29378006_3366185,CM021107.1,8,29378006,237751519,7871244,3366185,241117704,236107087
29378006_3366194,CM021107.1,8,29378006,237751519,7871244,3366194,241117713,236107096
29378006_3366298,CM021107.1,8,29378006,237751519,7871244,3366298,241117817,236107200
29378006_3366320,CM021107.1,8,29378006,237751519,7871244,3366320,241117839,236107222
29381291_3392729,CM021107.1,8,29381291,237751518,4727981,3392729,241144247,236133630
29381291_3392825,CM021107.1,8,29381291,237751518,4727981,3392825,241144343,236133726
29381291_3392868,CM021107.1,8,29381291,237751518,4727981,3392868,241144386,236133769
29380919_901462,CM021107.1,8,29380919,240284251,1589445,901462,241185713,236175096
29380919_902597,CM021107.1,8,29380919,240284251,1589445,902597,241186848,236176231
29380919_902612,CM021107.1,8,29380919,240284251,1589445,902612,241186863,236176246
29380919_902614,CM021107.1,8,29380919,240284251,1589445,902614,241186865,236176248
29380919_902618,CM021107.1,8,29380919,240284251,1589445,902618,241186869,236176252
29380919_902625,CM021107.1,8,29380919,240284251,1589445,902625,241186876,236176259
29380919_902628,CM021107.1,8,29380919,240284251,1589445,902628,241186879,236176262
29380919_902629,CM021107.1,8,29380919,240284251,1589445,902629,241186880,236176263
29380919_902630,CM021107.1,8,29380919,240284251,1589445,902630,241186881,236176264
29380919_902649,CM021107.1,8,29380919,240284251,1589445,902649,241186900,236176283
29380919_903626,CM021107.1,8,29380919,240284251,1589445,903626,241187877,236177260
29380919_903627,CM021107.1,8,29380919,240284251,1589445,903627,241187878,236177261
29377337_980872,CM021107.1,8,29377337,240283482,2510720,980872,241264354,236253737
29377337_984753,CM021107.1,8,29377337,240283482,2510720,984753,241268235,236257618
29377337_984775,CM021107.1,8,29377337,240283482,2510720,984775,241268257,236257640
29377337_1196013,CM021107.1,8,29377337,240283482,2510720,1196013,241479495,236468878
29377337_1200393,CM021107.1,8,29377337,240283482,2510720,1200393,241483875,236473258
29381929_3735027,CM021107.1,8,29381929,237751513,3763839,3735027,241486540,236475923
29377563_1207582,CM021107.1,8,29377563,240283482,2064221,1207582,241491064,236480447
29377563_1207610,CM021107.1,8,29377563,240283482,2064221,1207610,241491092,236480475
29381291_3809868,CM021107.1,8,29381291,237751518,4727981,3809868,241561386,236550769
29381291_3809874,CM021107.1,8,29381291,237751518,4727981,3809874,241561392,236550775
29381291_3809993,CM021107.1,8,29381291,237751518,4727981,3809993,241561511,236550894
29381291_3810070,CM021107.1,8,29381291,237751518,4727981,3810070,241561588,236550971
29381291_3836729,CM021107.1,8,29381291,237751518,4727981,3836729,241588247,236577630
29382049_3889675,CM021107.1,8,29382049,237751526,12753296,3889675,241641201,236630584
29382049_3889683,CM021107.1,8,29382049,237751526,12753296,3889683,241641209,236630592
29382049_3889725,CM021107.1,8,29382049,237751526,12753296,3889725,241641251,236630634
29382049_3889736,CM021107.1,8,29382049,237751526,12753296,3889736,241641262,236630645
29382049_3889796,CM021107.1,8,29382049,237751526,12753296,3889796,241641322,236630705
29382049_3889853,CM021107.1,8,29382049,237751526,12753296,3889853,241641379,236630762
29382049_3890178,CM021107.1,8,29382049,237751526,12753296,3890178,241641704,236631087
29382049_3894046,CM021107.1,8,29382049,237751526,12753296,3894046,241645572,236634955
29381291_3953261,CM021107.1,8,29381291,237751518,4727981,3953261,241704779,236694162
29381291_3953277,CM021107.1,8,29381291,237751518,4727981,3953277,241704795,236694178
29377337_1433068,CM021107.1,8,29377337,240283482,2510720,1433068,241716550,236705933
29377337_1433123,CM021107.1,8,29377337,240283482,2510720,1433123,241716605,236705988
29377337_1661762,CM021107.1,8,29377337,240283482,2510720,1661762,241945244,236934627
29377337_1662482,CM021107.1,8,29377337,240283482,2510720,1662482,241945964,236935347
29377337_1662521,CM021107.1,8,29377337,240283482,2510720,1662521,241946003,236935386
29377337_1662585,CM021107.1,8,29377337,240283482,2510720,1662585,241946067,236935450
29381145_4310632,CM021107.1,8,29381145,237757010,6318947,4310632,242067642,237057025
29381145_4310841,CM021107.1,8,29381145,237757010,6318947,4310841,242067851,237057234
29381145_4314719,CM021107.1,8,29381145,237757010,6318947,4314719,242071729,237061112
29381145_4314739,CM021107.1,8,29381145,237757010,6318947,4314739,242071749,237061132
29381145_4318069,CM021107.1,8,29381145,237757010,6318947,4318069,242075079,237064462
