SNP,not_fixed,ref_fixed,alt_fixed,total,not_fixed_exp,ref_fixed_exp,alt_fixed_exp,chi_sq,p.value,p.adj.BH,p.adj.bonf,p.adj.holm
29377263_231502,8,0,15,23,1.4375,10.78125,10.78125,42.39130435,6.24E-10,9.05E-09,2.26E-05,2.10E-05
29377283_807103,14,9,0,23,1.4375,10.78125,10.78125,120.8608696,5.69E-27,2.11E-25,2.06E-22,2.01E-22
29377328_779024,12,9,2,23,1.4375,10.78125,10.78125,85.05797101,3.39E-19,8.42E-18,1.23E-14,1.18E-14
29377368_1243138,15,8,0,23,1.4375,10.78125,10.78125,139.457971,5.21E-31,2.36E-29,1.89E-26,1.84E-26
29377401_797294,12,10,1,23,1.4375,10.78125,10.78125,86.54202899,1.61E-19,4.05E-18,5.84E-15,5.60E-15
29377401_797315,13,8,2,23,1.4375,10.78125,10.78125,100.8724638,1.25E-22,3.69E-21,4.51E-18,4.36E-18
29377480_833106,15,5,3,23,1.4375,10.78125,10.78125,136.6753623,2.10E-30,9.31E-29,7.58E-26,7.41E-26
29377480_833114,14,6,3,23,1.4375,10.78125,10.78125,117.5217391,3.02E-26,1.08E-24,1.09E-21,1.06E-21
29377480_833167,11,10,2,23,1.4375,10.78125,10.78125,70.82028986,4.18E-16,8.83E-15,1.51E-11,1.44E-11
29377520_2098531,19,1,3,23,1.4375,10.78125,10.78125,229.057971,1.82E-50,2.83E-48,6.59E-46,6.55E-46
29377544_1056525,8,7,8,23,1.4375,10.78125,10.78125,32.00289855,1.12E-07,1.39E-06,0.004065289,0.003735701
29377544_939202,7,9,7,23,1.4375,10.78125,10.78125,23.14492754,9.42E-06,0.000102329,0.340859493,0.309484251
29377606_95865,9,14,0,23,1.4375,10.78125,10.78125,51.52753623,6.47E-12,1.08E-10,2.34E-07,2.20E-07
29377606_95877,9,14,0,23,1.4375,10.78125,10.78125,51.52753623,6.47E-12,1.08E-10,2.34E-07,2.20E-07
29377647_653533,12,11,0,23,1.4375,10.78125,10.78125,88.39710145,6.38E-20,1.63E-18,2.31E-15,2.22E-15
29377675_23993,14,7,2,23,1.4375,10.78125,10.78125,118.2637681,2.09E-26,7.47E-25,7.55E-22,7.34E-22
29377711_295022,14,6,3,23,1.4375,10.78125,10.78125,117.5217391,3.02E-26,1.08E-24,1.09E-21,1.06E-21
29377721_4569666,14,8,1,23,1.4375,10.78125,10.78125,119.3768116,1.20E-26,4.32E-25,4.33E-22,4.21E-22
29377896_4227066,14,7,2,23,1.4375,10.78125,10.78125,118.2637681,2.09E-26,7.47E-25,7.55E-22,7.34E-22
29377896_4227100,15,8,0,23,1.4375,10.78125,10.78125,139.457971,5.21E-31,2.36E-29,1.89E-26,1.84E-26
29377896_4227102,14,8,1,23,1.4375,10.78125,10.78125,119.3768116,1.20E-26,4.32E-25,4.33E-22,4.21E-22
29377896_4227327,13,7,3,23,1.4375,10.78125,10.78125,99.94492754,1.98E-22,5.80E-21,7.17E-18,6.93E-18
29377896_4268040,13,8,2,23,1.4375,10.78125,10.78125,100.8724638,1.25E-22,3.69E-21,4.51E-18,4.36E-18
29377985_412940,14,9,0,23,1.4375,10.78125,10.78125,120.8608696,5.69E-27,2.11E-25,2.06E-22,2.01E-22
29377992_151867,17,6,0,23,1.4375,10.78125,10.78125,181.3826087,4.10E-40,3.29E-38,1.48E-35,1.47E-35
29378023_2483902,19,4,0,23,1.4375,10.78125,10.78125,229.6144928,1.38E-50,2.18E-48,4.99E-46,4.96E-46
29378023_2483959,16,7,0,23,1.4375,10.78125,10.78125,159.6318841,2.17E-35,1.29E-33,7.85E-31,7.72E-31
29378023_2483994,17,6,0,23,1.4375,10.78125,10.78125,181.3826087,4.10E-40,3.29E-38,1.48E-35,1.47E-35
29378039_672463,9,11,3,23,1.4375,10.78125,10.78125,45.4057971,1.38E-10,2.11E-09,5.00E-06,4.67E-06
29378181_753449,16,7,0,23,1.4375,10.78125,10.78125,159.6318841,2.17E-35,1.29E-33,7.85E-31,7.72E-31
29378201_2845248,11,12,0,23,1.4375,10.78125,10.78125,74.53043478,6.55E-17,1.43E-15,2.37E-12,2.26E-12
29378215_1503860,12,11,0,23,1.4375,10.78125,10.78125,88.39710145,6.38E-20,1.63E-18,2.31E-15,2.22E-15
29378313_1551429,19,1,3,23,1.4375,10.78125,10.78125,229.057971,1.82E-50,2.83E-48,6.59E-46,6.55E-46
29378313_1551506,20,0,3,23,1.4375,10.78125,10.78125,256.0956522,2.45E-56,5.80E-54,8.87E-52,8.83E-52
29378358_1790664,18,5,0,23,1.4375,10.78125,10.78125,204.7101449,3.53E-45,3.98E-43,1.28E-40,1.27E-40
29378358_1790697,17,6,0,23,1.4375,10.78125,10.78125,181.3826087,4.10E-40,3.29E-38,1.48E-35,1.47E-35
29378377_1243152,12,11,0,23,1.4375,10.78125,10.78125,88.39710145,6.38E-20,1.63E-18,2.31E-15,2.22E-15
29378541_2361754,11,0,12,23,1.4375,10.78125,10.78125,74.53043478,6.55E-17,1.43E-15,2.37E-12,2.26E-12
29378559_21784,15,5,3,23,1.4375,10.78125,10.78125,136.6753623,2.10E-30,9.31E-29,7.58E-26,7.41E-26
29378592_1231507,17,4,2,23,1.4375,10.78125,10.78125,179.8985507,8.62E-40,6.79E-38,3.12E-35,3.08E-35
29378874_718060,17,4,2,23,1.4375,10.78125,10.78125,179.8985507,8.62E-40,6.79E-38,3.12E-35,3.08E-35
29378878_1178863,17,6,0,23,1.4375,10.78125,10.78125,181.3826087,4.10E-40,3.29E-38,1.48E-35,1.47E-35
29378903_354048,7,10,6,23,1.4375,10.78125,10.78125,23.70144928,7.13E-06,7.85E-05,0.25806448,0.234624176
29378903_354113,7,15,1,23,1.4375,10.78125,10.78125,32.04927536,1.10E-07,1.35E-06,0.003972106,0.003650183
29378946_1232579,17,6,0,23,1.4375,10.78125,10.78125,181.3826087,4.10E-40,3.29E-38,1.48E-35,1.47E-35
29378946_1232743,15,8,0,23,1.4375,10.78125,10.78125,139.457971,5.21E-31,2.36E-29,1.89E-26,1.84E-26
29378972_1494809,18,5,0,23,1.4375,10.78125,10.78125,204.7101449,3.53E-45,3.98E-43,1.28E-40,1.27E-40
29378972_1494838,19,4,0,23,1.4375,10.78125,10.78125,229.6144928,1.38E-50,2.18E-48,4.99E-46,4.96E-46
29378972_1494839,19,4,0,23,1.4375,10.78125,10.78125,229.6144928,1.38E-50,2.18E-48,4.99E-46,4.96E-46
29378972_1494855,20,3,0,23,1.4375,10.78125,10.78125,256.0956522,2.45E-56,5.80E-54,8.87E-52,8.83E-52
29378986_480504,12,11,0,23,1.4375,10.78125,10.78125,88.39710145,6.38E-20,1.63E-18,2.31E-15,2.22E-15
29379017_3127900,19,4,0,23,1.4375,10.78125,10.78125,229.6144928,1.38E-50,2.18E-48,4.99E-46,4.96E-46
29379170_1287351,19,4,0,23,1.4375,10.78125,10.78125,229.6144928,1.38E-50,2.18E-48,4.99E-46,4.96E-46
29379186_609888,13,10,0,23,1.4375,10.78125,10.78125,103.8405797,2.83E-23,8.70E-22,1.02E-18,9.90E-19
29379186_609987,18,2,3,23,1.4375,10.78125,10.78125,203.5971014,6.16E-45,6.90E-43,2.23E-40,2.21E-40
29379238_4082790,6,8,9,23,1.4375,10.78125,10.78125,15.49275362,0.000432306,0.004134162,1,1
29379246_2815248,17,3,3,23,1.4375,10.78125,10.78125,179.7130435,9.46E-40,7.42E-38,3.42E-35,3.38E-35
29379313_4744,17,6,0,23,1.4375,10.78125,10.78125,181.3826087,4.10E-40,3.29E-38,1.48E-35,1.47E-35
29379313_4849,15,8,0,23,1.4375,10.78125,10.78125,139.457971,5.21E-31,2.36E-29,1.89E-26,1.84E-26
29379313_4853,15,8,0,23,1.4375,10.78125,10.78125,139.457971,5.21E-31,2.36E-29,1.89E-26,1.84E-26
29379313_4875,14,9,0,23,1.4375,10.78125,10.78125,120.8608696,5.69E-27,2.11E-25,2.06E-22,2.01E-22
29379343_753966,9,14,0,23,1.4375,10.78125,10.78125,51.52753623,6.47E-12,1.08E-10,2.34E-07,2.20E-07
29379374_994943,10,13,0,23,1.4375,10.78125,10.78125,62.24057971,3.05E-14,5.77E-13,1.10E-09,1.05E-09
29379374_994944,10,13,0,23,1.4375,10.78125,10.78125,62.24057971,3.05E-14,5.77E-13,1.10E-09,1.05E-09
29379418_466781,11,12,0,23,1.4375,10.78125,10.78125,74.53043478,6.55E-17,1.43E-15,2.37E-12,2.26E-12
29379451_1043855,15,8,0,23,1.4375,10.78125,10.78125,139.457971,5.21E-31,2.36E-29,1.89E-26,1.84E-26
29379479_1102074,18,5,0,23,1.4375,10.78125,10.78125,204.7101449,3.53E-45,3.98E-43,1.28E-40,1.27E-40
29379489_59545,16,7,0,23,1.4375,10.78125,10.78125,159.6318841,2.17E-35,1.29E-33,7.85E-31,7.72E-31
29379489_59547,17,6,0,23,1.4375,10.78125,10.78125,181.3826087,4.10E-40,3.29E-38,1.48E-35,1.47E-35
29379489_59549,18,5,0,23,1.4375,10.78125,10.78125,204.7101449,3.53E-45,3.98E-43,1.28E-40,1.27E-40
29379507_97362,16,7,0,23,1.4375,10.78125,10.78125,159.6318841,2.17E-35,1.29E-33,7.85E-31,7.72E-31
29379523_1273498,13,5,5,23,1.4375,10.78125,10.78125,99.20289855,2.87E-22,8.28E-21,1.04E-17,1.00E-17
29379537_860293,15,8,0,23,1.4375,10.78125,10.78125,139.457971,5.21E-31,2.36E-29,1.89E-26,1.84E-26
29379537_860310,15,8,0,23,1.4375,10.78125,10.78125,139.457971,5.21E-31,2.36E-29,1.89E-26,1.84E-26
29379537_860330,12,11,0,23,1.4375,10.78125,10.78125,88.39710145,6.38E-20,1.63E-18,2.31E-15,2.22E-15
29379537_860332,12,11,0,23,1.4375,10.78125,10.78125,88.39710145,6.38E-20,1.63E-18,2.31E-15,2.22E-15
29379565_2328502,18,0,5,23,1.4375,10.78125,10.78125,204.7101449,3.53E-45,3.98E-43,1.28E-40,1.27E-40
29379753_4353675,18,5,0,23,1.4375,10.78125,10.78125,204.7101449,3.53E-45,3.98E-43,1.28E-40,1.27E-40
29379780_331558,14,8,1,23,1.4375,10.78125,10.78125,119.3768116,1.20E-26,4.32E-25,4.33E-22,4.21E-22
29379789_373770,14,9,0,23,1.4375,10.78125,10.78125,120.8608696,5.69E-27,2.11E-25,2.06E-22,2.01E-22
29379789_518276,11,11,1,23,1.4375,10.78125,10.78125,72.48985507,1.82E-16,3.90E-15,6.57E-12,6.26E-12
29379831_1788469,16,7,0,23,1.4375,10.78125,10.78125,159.6318841,2.17E-35,1.29E-33,7.85E-31,7.72E-31
29379896_569524,13,10,0,23,1.4375,10.78125,10.78125,103.8405797,2.83E-23,8.70E-22,1.02E-18,9.90E-19
29379896_569549,14,8,1,23,1.4375,10.78125,10.78125,119.3768116,1.20E-26,4.32E-25,4.33E-22,4.21E-22
29379939_3972486,16,7,0,23,1.4375,10.78125,10.78125,159.6318841,2.17E-35,1.29E-33,7.85E-31,7.72E-31
29379939_3972633,14,9,0,23,1.4375,10.78125,10.78125,120.8608696,5.69E-27,2.11E-25,2.06E-22,2.01E-22
29379959_3788657,19,4,0,23,1.4375,10.78125,10.78125,229.6144928,1.38E-50,2.18E-48,4.99E-46,4.96E-46
29379959_3788658,19,4,0,23,1.4375,10.78125,10.78125,229.6144928,1.38E-50,2.18E-48,4.99E-46,4.96E-46
29379968_321358,17,2,4,23,1.4375,10.78125,10.78125,179.8985507,8.62E-40,6.79E-38,3.12E-35,3.08E-35
29379975_244440,14,9,0,23,1.4375,10.78125,10.78125,120.8608696,5.69E-27,2.11E-25,2.06E-22,2.01E-22
29380021_1439367,17,6,0,23,1.4375,10.78125,10.78125,181.3826087,4.10E-40,3.29E-38,1.48E-35,1.47E-35
29380021_1439393,18,5,0,23,1.4375,10.78125,10.78125,204.7101449,3.53E-45,3.98E-43,1.28E-40,1.27E-40
29380021_1439400,17,6,0,23,1.4375,10.78125,10.78125,181.3826087,4.10E-40,3.29E-38,1.48E-35,1.47E-35
29380114_452453,9,12,2,23,1.4375,10.78125,10.78125,47.07536232,5.99E-11,9.51E-10,2.17E-06,2.03E-06
29380118_2618544,14,9,0,23,1.4375,10.78125,10.78125,120.8608696,5.69E-27,2.11E-25,2.06E-22,2.01E-22
29380136_15246,12,7,4,23,1.4375,10.78125,10.78125,83.20289855,8.56E-19,2.07E-17,3.10E-14,2.97E-14
29380163_1027553,17,6,0,23,1.4375,10.78125,10.78125,181.3826087,4.10E-40,3.29E-38,1.48E-35,1.47E-35
29380183_624391,16,7,0,23,1.4375,10.78125,10.78125,159.6318841,2.17E-35,1.29E-33,7.85E-31,7.72E-31
29380183_624392,16,7,0,23,1.4375,10.78125,10.78125,159.6318841,2.17E-35,1.29E-33,7.85E-31,7.72E-31
29380217_1521135,17,6,0,23,1.4375,10.78125,10.78125,181.3826087,4.10E-40,3.29E-38,1.48E-35,1.47E-35
29380272_188689,15,1,7,23,1.4375,10.78125,10.78125,138.1594203,9.98E-31,4.47E-29,3.61E-26,3.53E-26
29380272_188690,15,1,7,23,1.4375,10.78125,10.78125,138.1594203,9.98E-31,4.47E-29,3.61E-26,3.53E-26
29380344_199591,11,12,0,23,1.4375,10.78125,10.78125,74.53043478,6.55E-17,1.43E-15,2.37E-12,2.26E-12
29380481_640984,16,7,0,23,1.4375,10.78125,10.78125,159.6318841,2.17E-35,1.29E-33,7.85E-31,7.72E-31
29380481_640985,16,7,0,23,1.4375,10.78125,10.78125,159.6318841,2.17E-35,1.29E-33,7.85E-31,7.72E-31
29380481_640988,17,6,0,23,1.4375,10.78125,10.78125,181.3826087,4.10E-40,3.29E-38,1.48E-35,1.47E-35
29380481_641073,14,8,1,23,1.4375,10.78125,10.78125,119.3768116,1.20E-26,4.32E-25,4.33E-22,4.21E-22
29380740_286338,19,3,1,23,1.4375,10.78125,10.78125,229.057971,1.82E-50,2.83E-48,6.59E-46,6.55E-46
29380857_3017126,12,8,3,23,1.4375,10.78125,10.78125,83.94492754,5.91E-19,1.46E-17,2.14E-14,2.05E-14
29380929_785387,11,6,6,23,1.4375,10.78125,10.78125,67.85217391,1.85E-15,3.71E-14,6.68E-11,6.34E-11
29381016_784750,13,10,0,23,1.4375,10.78125,10.78125,103.8405797,2.83E-23,8.70E-22,1.02E-18,9.90E-19
29381016_784764,11,12,0,23,1.4375,10.78125,10.78125,74.53043478,6.55E-17,1.43E-15,2.37E-12,2.26E-12
29381016_784766,12,11,0,23,1.4375,10.78125,10.78125,88.39710145,6.38E-20,1.63E-18,2.31E-15,2.22E-15
29381016_784770,11,12,0,23,1.4375,10.78125,10.78125,74.53043478,6.55E-17,1.43E-15,2.37E-12,2.26E-12
29381152_1168959,14,9,0,23,1.4375,10.78125,10.78125,120.8608696,5.69E-27,2.11E-25,2.06E-22,2.01E-22
29381236_286286,18,5,0,23,1.4375,10.78125,10.78125,204.7101449,3.53E-45,3.98E-43,1.28E-40,1.27E-40
29381236_286306,16,7,0,23,1.4375,10.78125,10.78125,159.6318841,2.17E-35,1.29E-33,7.85E-31,7.72E-31
29381284_1558848,14,9,0,23,1.4375,10.78125,10.78125,120.8608696,5.69E-27,2.11E-25,2.06E-22,2.01E-22
29381284_1558885,14,9,0,23,1.4375,10.78125,10.78125,120.8608696,5.69E-27,2.11E-25,2.06E-22,2.01E-22
29381284_1558912,11,12,0,23,1.4375,10.78125,10.78125,74.53043478,6.55E-17,1.43E-15,2.37E-12,2.26E-12
29381284_1558927,10,13,0,23,1.4375,10.78125,10.78125,62.24057971,3.05E-14,5.77E-13,1.10E-09,1.05E-09
29381362_786408,12,11,0,23,1.4375,10.78125,10.78125,88.39710145,6.38E-20,1.63E-18,2.31E-15,2.22E-15
29381401_275126,17,6,0,23,1.4375,10.78125,10.78125,181.3826087,4.10E-40,3.29E-38,1.48E-35,1.47E-35
29381466_1440219,14,6,3,23,1.4375,10.78125,10.78125,117.5217391,3.02E-26,1.08E-24,1.09E-21,1.06E-21
29381478_1182510,12,11,0,23,1.4375,10.78125,10.78125,88.39710145,6.38E-20,1.63E-18,2.31E-15,2.22E-15
29381493_4061566,14,9,0,23,1.4375,10.78125,10.78125,120.8608696,5.69E-27,2.11E-25,2.06E-22,2.01E-22
29381701_3996333,19,4,0,23,1.4375,10.78125,10.78125,229.6144928,1.38E-50,2.18E-48,4.99E-46,4.96E-46
29381701_3996394,17,6,0,23,1.4375,10.78125,10.78125,181.3826087,4.10E-40,3.29E-38,1.48E-35,1.47E-35
29381701_3996415,17,6,0,23,1.4375,10.78125,10.78125,181.3826087,4.10E-40,3.29E-38,1.48E-35,1.47E-35
29381729_1126076,13,9,1,23,1.4375,10.78125,10.78125,102.1710145,6.51E-23,1.98E-21,2.36E-18,2.28E-18
29382020_42345,16,7,0,23,1.4375,10.78125,10.78125,159.6318841,2.17E-35,1.29E-33,7.85E-31,7.72E-31
29382020_42406,13,6,4,23,1.4375,10.78125,10.78125,99.3884058,2.62E-22,7.56E-21,9.47E-18,9.15E-18
29382042_729654,17,6,0,23,1.4375,10.78125,10.78125,181.3826087,4.10E-40,3.29E-38,1.48E-35,1.47E-35
29382042_729666,17,6,0,23,1.4375,10.78125,10.78125,181.3826087,4.10E-40,3.29E-38,1.48E-35,1.47E-35
29382049_3889736,15,6,2,23,1.4375,10.78125,10.78125,137.2318841,1.59E-30,7.10E-29,5.74E-26,5.61E-26
29382119_1207426,17,6,0,23,1.4375,10.78125,10.78125,181.3826087,4.10E-40,3.29E-38,1.48E-35,1.47E-35
29382152_552450,14,9,0,23,1.4375,10.78125,10.78125,120.8608696,5.69E-27,2.11E-25,2.06E-22,2.01E-22
29382180_18171,13,9,1,23,1.4375,10.78125,10.78125,102.1710145,6.51E-23,1.98E-21,2.36E-18,2.28E-18
29382198_238939,19,4,0,23,1.4375,10.78125,10.78125,229.6144928,1.38E-50,2.18E-48,4.99E-46,4.96E-46
29382227_662643,15,8,0,23,1.4375,10.78125,10.78125,139.457971,5.21E-31,2.36E-29,1.89E-26,1.84E-26
29382282_1562450,17,6,0,23,1.4375,10.78125,10.78125,181.3826087,4.10E-40,3.29E-38,1.48E-35,1.47E-35
29382407_576317,14,4,5,23,1.4375,10.78125,10.78125,117.1507246,3.64E-26,1.29E-24,1.32E-21,1.28E-21
29382407_576347,15,3,5,23,1.4375,10.78125,10.78125,136.6753623,2.10E-30,9.31E-29,7.58E-26,7.41E-26
29382409_2158660,12,10,1,23,1.4375,10.78125,10.78125,86.54202899,1.61E-19,4.05E-18,5.84E-15,5.60E-15
29382414_2125481,17,6,0,23,1.4375,10.78125,10.78125,181.3826087,4.10E-40,3.29E-38,1.48E-35,1.47E-35
29382414_2125564,16,6,1,23,1.4375,10.78125,10.78125,158.5188406,3.79E-35,2.23E-33,1.37E-30,1.35E-30
29382414_2125579,16,6,1,23,1.4375,10.78125,10.78125,158.5188406,3.79E-35,2.23E-33,1.37E-30,1.35E-30
29382425_985466,16,6,1,23,1.4375,10.78125,10.78125,158.5188406,3.79E-35,2.23E-33,1.37E-30,1.35E-30
29382473_1209287,14,9,0,23,1.4375,10.78125,10.78125,120.8608696,5.69E-27,2.11E-25,2.06E-22,2.01E-22
6004960_648,12,5,6,23,1.4375,10.78125,10.78125,82.83188406,1.03E-18,2.49E-17,3.73E-14,3.58E-14
8959210_338,16,0,7,23,1.4375,10.78125,10.78125,159.6318841,2.17E-35,1.29E-33,7.85E-31,7.72E-31
8959210_350,14,0,9,23,1.4375,10.78125,10.78125,120.8608696,5.69E-27,2.11E-25,2.06E-22,2.01E-22
10744769_496,10,9,5,24,1.5,11.25,11.25,52.08888889,4.89E-12,8.20E-11,1.77E-07,1.66E-07
28135302_635,17,1,6,24,1.5,11.25,11.25,171.9555556,4.57E-38,3.17E-36,1.65E-33,1.63E-33
28140702_545,20,3,1,24,1.5,11.25,11.25,243.5555556,1.30E-53,2.60E-51,4.69E-49,4.67E-49
28154626_3606,20,4,0,24,1.5,11.25,11.25,244.0888889,9.93E-54,2.02E-51,3.59E-49,3.57E-49
28155185_4618,19,5,0,24,1.5,11.25,11.25,218.8888889,2.94E-48,4.03E-46,1.06E-43,1.06E-43
28178873_231,15,9,0,24,1.5,11.25,11.25,133.2,1.19E-29,5.03E-28,4.31E-25,4.21E-25
28194901_488,11,11,2,24,1.5,11.25,11.25,67.77777778,1.92E-15,3.85E-14,6.93E-11,6.58E-11
28209708_1128,19,1,4,24,1.5,11.25,11.25,218.1777778,4.20E-48,5.67E-46,1.52E-43,1.51E-43
28212607_458,16,0,8,24,1.5,11.25,11.25,152.3555556,8.25E-34,4.45E-32,2.98E-29,2.93E-29
28223716_598,16,3,5,24,1.5,11.25,11.25,149.6888889,3.13E-33,1.65E-31,1.13E-28,1.11E-28
28446824_1108,13,11,0,24,1.5,11.25,11.25,99.42222222,2.57E-22,7.45E-21,9.31E-18,9.00E-18
28455147_1210,15,9,0,24,1.5,11.25,11.25,133.2,1.19E-29,5.03E-28,4.31E-25,4.21E-25
28769454_8802,17,3,4,24,1.5,11.25,11.25,170.8888889,7.80E-38,5.26E-36,2.82E-33,2.78E-33
28774788_6516,11,8,5,24,1.5,11.25,11.25,64.57777778,9.49E-15,1.84E-13,3.43E-10,3.26E-10
28808277_3153,18,4,2,24,1.5,11.25,11.25,193.7777778,8.35E-43,8.32E-41,3.02E-38,2.99E-38
28882902_4639,21,3,0,24,1.5,11.25,11.25,270.8,1.57E-59,5.47E-57,5.69E-55,5.67E-55
28893556_2532,11,7,6,24,1.5,11.25,11.25,64.22222222,1.13E-14,2.20E-13,4.10E-10,3.89E-10
28907044_7342,10,12,2,24,1.5,11.25,11.25,55.82222222,7.56E-13,1.30E-11,2.73E-08,2.58E-08
29025249_1523,21,0,3,24,1.5,11.25,11.25,270.8,1.57E-59,5.47E-57,5.69E-55,5.67E-55
29174845_4835,13,0,11,24,1.5,11.25,11.25,99.42222222,2.57E-22,7.45E-21,9.31E-18,9.00E-18
29186728_691,12,12,0,24,1.5,11.25,11.25,84.8,3.85E-19,9.54E-18,1.39E-14,1.34E-14
29193701_1265,22,2,0,24,1.5,11.25,11.25,299.0222222,1.17E-65,8.14E-63,4.23E-61,4.23E-61
29194176_2254,19,5,0,24,1.5,11.25,11.25,218.8888889,2.94E-48,4.03E-46,1.06E-43,1.06E-43
29210654_3769,21,2,1,24,1.5,11.25,11.25,270.4444444,1.88E-59,6.47E-57,6.79E-55,6.78E-55
29210785_537,18,4,2,24,1.5,11.25,11.25,193.7777778,8.35E-43,8.32E-41,3.02E-38,2.99E-38
29250130_4369,16,8,0,24,1.5,11.25,11.25,152.3555556,8.25E-34,4.45E-32,2.98E-29,2.93E-29
29296098_1371,22,1,1,24,1.5,11.25,11.25,298.8444444,1.28E-65,8.50E-63,4.63E-61,4.62E-61
29338907_178368,13,11,0,24,1.5,11.25,11.25,99.42222222,2.57E-22,7.45E-21,9.31E-18,9.00E-18
29341440_8245,16,6,2,24,1.5,11.25,11.25,150.2222222,2.40E-33,1.27E-31,8.67E-29,8.51E-29
29343678_13976,9,10,5,24,1.5,11.25,11.25,41.11111111,1.18E-09,1.70E-08,4.28E-05,3.98E-05
29343993_17420,19,4,1,24,1.5,11.25,11.25,218.1777778,4.20E-48,5.67E-46,1.52E-43,1.51E-43
29346254_78347,17,7,0,24,1.5,11.25,11.25,173.0222222,2.68E-38,1.90E-36,9.71E-34,9.57E-34
29346254_78380,14,9,1,24,1.5,11.25,11.25,113.9555556,1.80E-25,6.13E-24,6.51E-21,6.32E-21
29347763_427550,10,14,0,24,1.5,11.25,11.25,60.08888889,8.95E-14,1.64E-12,3.24E-09,3.06E-09
29348441_20066,17,0,7,24,1.5,11.25,11.25,173.0222222,2.68E-38,1.90E-36,9.71E-34,9.57E-34
29351512_117967,17,7,0,24,1.5,11.25,11.25,173.0222222,2.68E-38,1.90E-36,9.71E-34,9.57E-34
29360291_798172,12,12,0,24,1.5,11.25,11.25,84.8,3.85E-19,9.54E-18,1.39E-14,1.34E-14
29368285_3597,20,4,0,24,1.5,11.25,11.25,244.0888889,9.93E-54,2.02E-51,3.59E-49,3.57E-49
29369871_9302,17,1,6,24,1.5,11.25,11.25,171.9555556,4.57E-38,3.17E-36,1.65E-33,1.63E-33
29370959_2328,15,1,8,24,1.5,11.25,11.25,131.7777778,2.43E-29,1.01E-27,8.78E-25,8.57E-25
29372154_29313,22,1,1,24,1.5,11.25,11.25,298.8444444,1.28E-65,8.50E-63,4.63E-61,4.62E-61
29372994_9172,18,6,0,24,1.5,11.25,11.25,195.2,4.10E-43,4.13E-41,1.48E-38,1.47E-38
29373995_9342,11,4,9,24,1.5,11.25,11.25,65.28888889,6.65E-15,1.31E-13,2.41E-10,2.28E-10
29377016_631764,14,8,2,24,1.5,11.25,11.25,112.7111111,3.35E-25,1.13E-23,1.21E-20,1.18E-20
29377084_2014652,15,9,0,24,1.5,11.25,11.25,133.2,1.19E-29,5.03E-28,4.31E-25,4.21E-25
29377112_526013,12,12,0,24,1.5,11.25,11.25,84.8,3.85E-19,9.54E-18,1.39E-14,1.34E-14
29377112_526027,11,9,4,24,1.5,11.25,11.25,65.28888889,6.65E-15,1.31E-13,2.41E-10,2.28E-10
29377214_4527356,11,13,0,24,1.5,11.25,11.25,71.68888889,2.71E-16,5.79E-15,9.80E-12,9.35E-12
29377235_550203,12,12,0,24,1.5,11.25,11.25,84.8,3.85E-19,9.54E-18,1.39E-14,1.34E-14
29377368_1243159,13,11,0,24,1.5,11.25,11.25,99.42222222,2.57E-22,7.45E-21,9.31E-18,9.00E-18
29377480_833139,11,12,1,24,1.5,11.25,11.25,69.55555556,7.87E-16,1.60E-14,2.85E-11,2.71E-11
29377544_1056561,10,5,9,24,1.5,11.25,11.25,52.08888889,4.89E-12,8.20E-11,1.77E-07,1.66E-07
29377544_939114,17,7,0,24,1.5,11.25,11.25,173.0222222,2.68E-38,1.90E-36,9.71E-34,9.57E-34
29377544_939115,17,7,0,24,1.5,11.25,11.25,173.0222222,2.68E-38,1.90E-36,9.71E-34,9.57E-34
29377608_61205,13,11,0,24,1.5,11.25,11.25,99.42222222,2.57E-22,7.45E-21,9.31E-18,9.00E-18
29377608_61288,16,8,0,24,1.5,11.25,11.25,152.3555556,8.25E-34,4.45E-32,2.98E-29,2.93E-29
29377608_61307,15,9,0,24,1.5,11.25,11.25,133.2,1.19E-29,5.03E-28,4.31E-25,4.21E-25
29377608_61310,15,9,0,24,1.5,11.25,11.25,133.2,1.19E-29,5.03E-28,4.31E-25,4.21E-25
29377647_653539,15,9,0,24,1.5,11.25,11.25,133.2,1.19E-29,5.03E-28,4.31E-25,4.21E-25
29377647_653542,16,8,0,24,1.5,11.25,11.25,152.3555556,8.25E-34,4.45E-32,2.98E-29,2.93E-29
29377698_2982904,18,6,0,24,1.5,11.25,11.25,195.2,4.10E-43,4.13E-41,1.48E-38,1.47E-38
29377787_253111,16,0,8,24,1.5,11.25,11.25,152.3555556,8.25E-34,4.45E-32,2.98E-29,2.93E-29
29377906_213113,12,11,1,24,1.5,11.25,11.25,82.84444444,1.02E-18,2.47E-17,3.71E-14,3.55E-14
29378023_2484002,17,7,0,24,1.5,11.25,11.25,173.0222222,2.68E-38,1.90E-36,9.71E-34,9.57E-34
29378023_2484004,17,7,0,24,1.5,11.25,11.25,173.0222222,2.68E-38,1.90E-36,9.71E-34,9.57E-34
29378023_2484017,17,7,0,24,1.5,11.25,11.25,173.0222222,2.68E-38,1.90E-36,9.71E-34,9.57E-34
29378112_614697,10,13,1,24,1.5,11.25,11.25,57.77777778,2.84E-13,5.06E-12,1.03E-08,9.71E-09
29378133_44567,15,8,1,24,1.5,11.25,11.25,131.7777778,2.43E-29,1.01E-27,8.78E-25,8.57E-25
