,21_2-F,2121-S1,2121-1-S2,2121-11-S3,2121-111-S4,2121-111-S5
29381294_1999172,1,1,1,1,1,1
29381294_1999173,0,0,0,0,0,0
29381294_1999194,1,1,1,1,1,0
29381294_1999303,0,0,0,0,0,0
29381294_1999356,1,0,0,0,0,0
29381294_1999358,1,1,1,1,1,1
29381294_1999360,1,1,1,1,1,0
29381294_1999373,1,1,1,1,1,1
29381294_1999391,1,1,1,1,1,1
29381294_1999399,1,1,1,0,0,0
29381294_1999401,1,1,1,1,1,1
29381294_1999406,0,0,0,0,0,0
29381294_1999407,0,0,0,0,0,0
29381294_1999408,1,1,1,1,1,1
29381294_1999410,1,0,0,0,0,0
29381294_1999428,0,0,0,0,0,0
29381294_1999431,0,0,0,0,0,0
29381294_1999453,1,1,0,0,0,0
29381294_1999455,1,1,1,1,1,0
29381294_2319695,0,0,0,0,0,0
29381295_482401,0,0,0,0,0,0
29381295_483127,0,0,0,0,0,0
29381295_485954,0,0,0,0,0,0
29381297_1858255,0,0,0,0,0,0
29381297_1858341,0,0,0,0,0,0
29381297_1858359,0,0,0,0,0,0
29381297_1994586,0,0,0,0,0,0
29381297_1994663,0,0,0,0,0,0
29381297_1994693,0,0,0,0,0,0
29381297_2005755,1,1,1,1,1,1
29381297_2005757,1,1,1,1,1,1
29381297_2005807,0,0,0,0,0,0
29381297_665070,1,0,0,0,0,0
29381297_714989,0,0,0,0,0,0
29381300_1768874,0,0,0,0,0,0
29381300_1768898,0,0,0,0,0,0
29381300_1768899,0,0,0,0,0,0
29381300_1769128,1,1,1,1,1,1
29381300_1824611,1,1,1,1,1,1
29381300_714594,1,1,1,1,1,1
29381300_729598,1,1,1,1,1,1
29381301_1515303,0,0,0,0,0,0
29381301_1515382,0,0,0,0,0,0
29381301_783154,0,0,0,0,0,0
29381301_783174,0,0,0,0,0,0
29381301_783228,2,2,2,2,2,2
29381302_1156768,0,0,0,0,0,0
29381302_1156865,0,0,0,0,0,0
29381302_1156904,0,0,0,0,0,0
29381302_1156937,0,0,0,0,0,0
29381302_1156945,0,0,0,0,0,0
29381302_1257466,0,0,0,0,0,0
29381302_1257552,0,0,0,0,0,0
29381302_1258387,0,0,0,0,0,0
29381302_1273919,0,0,0,0,0,0
29381302_1283376,0,0,0,0,0,0
29381302_1283816,0,0,0,0,0,0
29381302_916291,1,1,1,0,0,0
29381302_916300,0,0,0,0,0,0
29381302_916303,1,1,1,0,0,0
29381302_916307,0,0,0,0,0,0
29381302_918027,0,0,0,0,0,0
29381303_38407,2,2,2,2,2,2
29381303_38449,2,2,2,2,2,2
29381303_38461,2,2,2,2,2,2
29381303_38489,2,2,2,2,2,2
29381303_38490,2,2,2,2,2,2
29381303_38491,2,2,2,2,2,2
29381303_38493,2,2,2,2,2,2
29381303_38512,2,2,2,2,2,2
29381304_167216,0,0,0,0,0,0
29381304_167295,0,0,0,0,0,0
29381304_221411,0,0,0,0,0,0
29381304_221518,0,0,0,0,0,0
29381304_263439,0,0,0,0,0,0
29381304_263495,0,0,0,0,0,0
29381304_284271,0,0,0,0,0,0
29381304_284367,0,0,0,0,0,0
29381304_284402,0,0,0,0,0,0
29381304_284441,0,0,0,0,0,0
29381304_284450,0,0,0,0,0,0
29381304_284749,0,0,0,0,0,0
29381304_284770,0,0,0,0,0,0
29381304_284830,0,0,0,0,0,0
29381304_284867,0,0,0,0,0,0
29381304_652355,0,0,0,0,0,0
29381304_652399,0,0,0,0,0,0
29381304_682091,0,0,0,0,0,0
29381304_711056,0,0,0,0,0,0
29381304_711060,0,0,0,0,0,0
29381308_856810,2,2,2,2,2,2
29381309_10771,0,0,0,0,0,0
29381309_10878,0,0,0,0,0,0
29381309_304907,0,0,0,0,0,0
29381309_80899,0,0,0,0,0,0
29381309_81071,0,0,0,0,0,0
29381309_842667,1,1,2,2,2,2
29381309_842747,1,2,2,2,2,2
29381310_1403300,2,2,2,2,2,2
29381310_1403316,0,0,0,0,0,0
29381310_1403519,2,2,2,2,2,2
29381310_546447,0,0,0,0,0,0
29381310_574047,2,2,2,2,2,2
29381310_955442,0,0,0,0,0,0
29381310_955444,0,0,0,0,0,0
29381310_955446,0,0,0,0,0,0
29381311_2643820,0,0,0,0,0,0
29381311_2643881,0,0,0,0,0,0
29381311_2643915,0,0,0,0,0,0
29381311_2643994,0,0,0,0,0,0
29381311_298189,1,2,2,2,2,2
29381311_298217,1,2,2,2,2,2
29381311_298274,2,2,2,2,2,2
29381311_3892358,0,0,0,0,0,0
29381311_3924794,0,0,0,0,0,0
29381311_3924911,0,0,0,0,0,0
29381311_4221259,0,0,0,0,0,0
29381311_4221288,0,0,0,0,0,0
29381311_4221382,0,0,0,0,0,0
29381311_4221408,0,0,0,0,0,0
29381311_4221572,0,0,0,0,0,0
29381311_4457287,0,0,0,0,0,0
29381311_4457328,0,0,0,0,0,0
29381311_4457344,0,0,0,0,0,0
29381311_4461224,0,0,0,0,0,0
29381311_4461247,0,0,0,0,0,0
29381311_487731,2,2,2,2,2,2
29381311_487772,2,2,2,2,2,2
29381311_487798,2,2,2,2,2,2
29381311_487942,2,2,2,2,2,2
29381312_398196,0,0,0,0,0,0
29381312_398302,0,0,0,0,0,0
29381313_352888,0,0,0,0,0,0
29381313_352968,0,0,0,0,0,0
29381313_356180,0,0,0,0,0,0
29381313_366214,0,0,0,0,0,0
29381313_377367,0,0,0,0,0,0
29381313_377451,0,0,0,0,0,0
29381313_380255,0,0,0,0,0,0
29381313_380264,0,0,0,0,0,0
29381313_38767,0,0,0,0,0,0
29381313_38814,0,0,0,0,0,0
29381313_38831,0,0,0,0,0,0
29381313_38872,0,0,0,0,0,0
29381313_38880,0,0,0,0,0,0
29381313_38896,0,0,0,0,0,0
29381313_39495,0,0,0,0,0,0
29381313_39535,0,0,0,0,0,0
29381313_39548,0,0,0,0,0,0
29381313_39582,0,0,0,0,0,0
29381313_61741,0,0,0,0,0,0
29381313_69729,1,2,2,2,2,2
29381314_110728,1,0,0,0,0,0
29381314_110746,0,0,0,0,0,0
29381316_2034002,0,0,0,0,0,0
29381316_2034063,0,0,0,0,0,0
29381316_2034125,0,0,0,0,0,0
29381316_31652,2,2,2,2,2,2
29381316_508040,1,1,2,2,2,2
29381316_508179,2,2,2,2,2,2
29381316_509796,0,0,0,0,0,0
29381316_509798,2,2,2,2,2,2
29381316_942948,0,0,0,0,0,0
29381316_942953,2,2,2,2,2,2
29381316_943434,1,1,2,2,2,2
29381318_1162385,1,2,2,2,2,2
29381318_1162424,0,0,0,0,0,0
29381318_1162579,1,2,2,2,2,2
29381318_1162589,0,0,0,0,0,0
29381318_1266869,1,2,2,2,2,2
29381318_1266968,1,2,2,2,2,2
29381318_1267154,0,0,0,0,0,0
29381318_1267163,1,2,2,2,2,2
29381318_1267205,1,2,2,2,2,2
29381318_1267212,1,2,2,2,2,2
29381318_1267213,1,2,2,2,2,2
29381318_1267216,1,2,2,2,2,2
29381318_1267237,1,2,2,2,2,2
29381318_1267238,1,2,2,2,2,2
29381318_1267297,1,2,2,2,2,2
29381318_1267336,1,1,1,1,1,1
29381318_1267344,1,1,1,1,1,1
29381318_1267365,1,1,2,2,2,2
29381318_1267378,1,1,2,2,2,2
29381318_1267395,1,1,2,2,2,2
29381318_722535,0,0,0,0,0,0
29381318_722693,0,0,0,0,0,0
29381320_1040184,0,0,0,0,0,0
29381320_1040264,1,1,2,2,2,2
29381320_1080349,0,0,0,0,0,0
29381320_1251070,0,0,0,0,0,0
29381320_1251071,0,0,0,0,0,0
29381320_1430923,0,0,0,0,0,0
29381320_1430926,0,0,0,0,0,0
29381320_1431024,0,0,0,0,0,0
29381320_1431071,0,0,0,0,0,0
29381320_1564259,0,0,0,0,0,0
29381320_1565361,0,0,0,0,0,0
29381320_1569262,0,0,0,0,0,0
29381320_1569277,0,0,0,0,0,0
29381320_1569298,0,0,0,0,0,0
29381320_1569339,0,0,0,0,0,0
29381320_1569349,0,0,0,0,0,0
29381320_1569401,0,0,0,0,0,0
29381322_226804,1,1,1,1,0,0
29381322_226823,0,0,0,0,0,0
29381322_226829,0,0,0,0,0,0
29381322_226872,0,0,0,0,0,0
29381322_226874,1,1,1,1,0,0
29381322_226881,0,0,0,0,0,0
29381324_1253459,1,1,1,0,0,0
29381324_1253528,1,1,1,1,1,0
29381325_1361031,0,0,0,0,0,0
29381325_1361059,1,0,0,0,0,0
29381325_1361084,1,0,0,0,0,0
29381325_1362541,1,0,0,0,0,0
29381325_1362545,1,0,0,0,0,0
29381325_1362570,1,0,0,0,0,0
29381325_1362584,1,0,0,0,0,0
29381325_1362640,1,0,0,0,0,0
29381325_1362661,1,0,0,0,0,0
29381328_428710,0,0,0,0,0,0
29381330_129244,0,0,0,0,0,0
29381330_148056,0,0,0,0,0,0
29381330_216501,0,0,0,0,0,0
29381330_217562,2,2,2,2,2,2
29381331_1230115,0,0,0,0,0,0
29381331_1230223,0,0,0,0,0,0
29381331_5378478,1,2,2,2,2,2
29381331_5378531,1,2,2,2,2,2
29381331_5616048,1,2,2,2,2,2
29381331_5704371,2,2,2,2,2,2
29381331_5704487,1,2,2,2,2,2
29381332_1793522,1,0,0,0,0,0
29381332_1793536,1,0,0,0,0,0
29381332_1793787,1,0,0,0,0,0
29381332_1793846,1,0,0,0,0,0
29381332_2233961,1,0,0,0,0,0
29381332_2297781,0,0,0,0,0,0
29381332_2297816,1,0,0,0,0,0
29381332_2323005,1,0,0,0,0,0
29381332_2323027,1,0,0,0,0,0
29381332_2369186,0,0,0,0,0,0
29381332_3025,0,0,0,0,0,0
29381332_6371,0,0,0,0,0,0
29381335_22817,0,0,0,0,0,0
29381335_22842,0,0,0,0,0,0
29381335_26052,0,0,0,0,0,0
29381335_26113,0,0,0,0,0,0
29381336_1002489,0,0,0,0,0,0
29381336_1002702,0,0,0,0,0,0
29381336_1004366,0,0,0,0,0,0
29381336_1153007,0,0,0,0,0,0
29381336_1153057,0,0,0,0,0,0
29381336_1153058,0,0,0,0,0,0
29381336_1153084,0,0,0,0,0,0
29381336_1215056,0,0,0,0,0,0
29381336_1263947,0,0,0,0,0,0
29381336_1264045,0,0,0,0,0,0
29381336_1264051,0,0,0,0,0,0
29381336_1390320,0,0,0,0,0,0
29381336_1390393,0,0,0,0,0,0
29381336_1814382,0,0,0,0,0,0
29381336_1814383,0,0,0,0,0,0
29381336_1814389,0,0,0,0,0,0
29381336_1814420,0,0,0,0,0,0
29381336_1814491,0,0,0,0,0,0
29381336_1814603,0,0,0,0,0,0
29381336_1814606,0,0,0,0,0,0
29381336_1814612,0,0,0,0,0,0
29381336_1814613,0,0,0,0,0,0
29381336_1814627,0,0,0,0,0,0
29381336_1839007,0,0,0,0,0,0
29381336_1839054,0,0,0,0,0,0
29381336_1839061,0,0,0,0,0,0
29381336_1839081,1,1,2,2,2,2
29381336_1937916,0,0,0,0,0,0
29381336_1937929,0,0,0,0,0,0
29381336_1937966,0,0,0,0,0,0
29381336_1937968,0,0,0,0,0,0
29381336_1937969,0,0,0,0,0,0
29381336_1938036,0,0,0,0,0,0
29381336_1938097,0,0,0,0,0,0
29381336_1938154,0,0,0,0,0,0
29381336_1940262,0,0,0,0,0,0
29381336_1940270,0,0,0,0,0,0
29381336_1942614,0,0,0,0,0,0
29381336_1974104,0,0,0,0,0,0
29381336_1974164,0,0,0,0,0,0
29381336_1974195,0,0,0,0,0,0
29381336_1974346,0,0,0,0,0,0
29381336_1974381,0,0,0,0,0,0
29381336_1974486,0,0,0,0,0,0
29381336_1974804,0,0,0,0,0,0
29381336_2078910,0,0,0,0,0,0
29381336_2079035,0,0,0,0,0,0
29381336_2079209,0,0,0,0,0,0
29381336_2164000,0,0,0,0,0,0
29381336_2165146,0,0,0,0,0,0
29381336_2166528,0,0,0,0,0,0
29381336_2202390,0,0,0,0,0,0
29381336_2202429,0,0,0,0,0,0
29381336_2212489,0,0,0,0,0,0
29381336_2212597,0,0,0,0,0,0
29381336_2212619,0,0,0,0,0,0
29381336_2212688,0,0,0,0,0,0
29381336_2212867,0,0,0,0,0,0
29381336_2555091,0,0,0,0,0,0
29381336_2555123,0,0,0,0,0,0
29381336_663548,0,0,0,0,0,0
29381336_663570,0,0,0,0,0,0
29381336_663577,1,1,0,0,0,0
29381336_915175,2,2,2,2,2,2
29381336_915216,2,2,2,2,2,2
29381336_939908,0,0,0,0,0,0
29381336_939973,0,0,0,0,0,0
29381340_25492,0,0,0,0,0,0
29381340_25521,0,0,0,0,0,0
29381340_25540,0,0,0,0,0,0
29381340_25549,1,2,2,2,2,2
29381340_25580,0,0,0,0,0,0
29381340_25589,0,0,0,0,0,0
29381340_25610,0,0,0,0,0,0
29381340_25621,0,0,0,0,0,0
29381340_25630,0,0,0,0,0,0
29381343_202734,0,0,0,0,0,0
29381344_1187628,0,0,0,0,0,0
29381344_1187689,0,0,0,0,0,0
29381344_1187705,0,0,0,0,0,0
29381344_1187718,0,0,0,0,0,0
29381344_1187724,0,0,0,0,0,0
29381344_1187729,0,0,0,0,0,0
29381344_1187746,0,0,0,0,0,0
29381344_1187755,0,0,0,0,0,0
29381344_1187757,0,0,0,0,0,0
29381344_1187759,0,0,0,0,0,0
29381344_1187772,0,0,0,0,0,0
29381344_1187779,0,0,0,0,0,0
29381344_1187788,0,0,0,0,0,0
29381344_1187801,0,0,0,0,0,0
29381344_1187802,0,0,0,0,0,0
29381344_1187809,0,0,0,0,0,0
29381344_1187814,0,0,0,0,0,0
29381344_1187834,0,0,0,0,0,0
29381344_1187842,0,0,0,0,0,0
29381344_1187849,0,0,0,0,0,0
29381344_1187878,0,0,0,0,0,0
29381344_1187879,1,0,0,0,0,0
29381344_1187881,0,0,0,0,0,0
29381344_119626,0,0,0,0,0,0
29381344_119703,0,0,0,0,0,0
29381344_119820,0,0,0,0,0,0
29381344_1229765,0,0,0,0,0,0
29381344_1229907,0,0,0,0,0,0
29381344_1230008,0,0,0,0,0,0
29381344_1230026,0,0,0,0,0,0
29381344_38957,0,0,0,0,0,0
29381348_109373,0,0,0,0,0,0
29381348_162477,0,0,0,0,0,0
29381348_162509,0,0,0,0,0,0
29381348_162553,0,0,0,0,0,0
29381348_162574,0,0,0,0,0,0
29381348_162897,0,0,0,0,0,0
29381348_162973,0,0,0,0,0,0
29381348_253832,0,0,0,0,0,0
29381348_253891,0,0,0,0,0,0
29381348_253895,0,0,0,0,0,0
29381348_254021,0,0,0,0,0,0
29381348_254022,0,0,0,0,0,0
29381348_697585,1,0,0,0,0,0
29381349_1631126,0,0,0,0,0,0
29381349_1631154,0,0,0,0,0,0
29381349_1631162,0,0,0,0,0,0
29381349_1631176,1,1,1,1,1,0
29381349_1631219,1,1,1,1,1,1
29381349_1631225,1,1,1,1,1,0
29381349_1631235,1,1,1,1,1,0
29381349_1631312,0,0,0,0,0,0
29381349_1631333,0,0,0,0,0,0
29381349_1631355,0,0,0,0,0,0
29381349_1631358,0,0,0,0,0,0
29381349_1631373,0,0,0,0,0,0
29381349_1631374,0,0,0,0,0,0
29381349_1631379,1,1,1,0,0,0
29381349_1631388,1,0,0,0,0,0
29381349_1631419,0,0,0,0,0,0
29381349_1631435,1,1,1,1,0,0
29381349_1631438,1,1,1,1,0,0
29381349_1631463,0,0,0,0,0,0
29381349_1631470,0,0,0,0,0,0
29381349_1631472,0,0,0,0,0,0
29381349_1631492,0,0,0,0,0,0
29381349_2013861,0,0,0,0,0,0
29381349_2013904,0,0,0,0,0,0
29381349_2013985,0,0,0,0,0,0
29381349_2014030,0,0,0,0,0,0
29381349_2014137,0,0,0,0,0,0
29381349_2014256,0,0,0,0,0,0
29381349_2014289,0,0,0,0,0,0
29381349_363011,0,0,0,0,0,0
29381349_363078,0,0,0,0,0,0
29381349_859564,0,0,0,0,0,0
29381349_859597,0,0,0,0,0,0
29381353_1469149,0,0,0,0,0,0
29381353_1705481,0,0,0,0,0,0
29381353_1706507,0,0,0,0,0,0
29381353_1706555,0,0,0,0,0,0
29381354_1559735,1,2,2,2,2,2
29381354_1561306,1,0,0,0,0,0
29381354_1561322,1,2,2,2,2,2
29381354_1991271,1,2,2,2,2,2
29381354_1991294,1,2,2,2,2,2
29381354_1991340,0,0,0,0,0,0
29381354_2199813,1,2,2,2,2,2
29381354_2199881,1,2,2,2,2,2
29381354_2199897,0,0,0,0,0,0
29381354_2261730,1,2,2,2,2,2
29381354_2261836,1,2,2,2,2,2
29381356_450787,1,0,0,0,0,0
29381356_450890,0,0,0,0,0,0
29381357_325067,0,0,0,0,0,0
29381357_325265,0,0,0,0,0,0
29381357_325266,0,0,0,0,0,0
29381357_403154,0,0,0,0,0,0
29381357_403224,0,0,0,0,0,0
29381357_403315,0,0,0,0,0,0
29381357_403349,0,0,0,0,0,0
29381357_582867,0,0,0,0,0,0
29381357_582912,0,0,0,0,0,0
29381359_65941,0,0,0,0,0,0
29381359_65942,0,0,0,0,0,0
29381359_65953,0,0,0,0,0,0
29381359_65987,0,0,0,0,0,0
29381359_66001,0,0,0,0,0,0
29381359_66005,0,0,0,0,0,0
29381359_66013,0,0,0,0,0,0
29381359_66016,0,0,0,0,0,0
29381359_66030,0,0,0,0,0,0
29381359_66038,0,0,0,0,0,0
29381360_157174,0,0,0,0,0,0
29381360_157206,0,0,0,0,0,0
29381360_157296,0,0,0,0,0,0
29381361_185833,0,0,0,0,0,0
29381362_1366548,0,0,0,0,0,0
29381362_1366639,0,0,0,0,0,0
29381362_1366700,0,0,0,0,0,0
29381362_1366701,0,0,0,0,0,0
29381362_1366708,0,0,0,0,0,0
29381362_1366748,0,0,0,0,0,0
29381362_786332,1,0,0,0,0,0
29381362_786333,1,0,0,0,0,0
29381362_786341,0,0,0,0,0,0
29381362_786344,1,0,0,0,0,0
29381362_786346,1,1,1,1,1,0
29381362_786363,0,0,0,0,0,0
29381362_786365,0,0,0,0,0,0
29381362_786372,1,1,1,1,1,0
29381362_786397,1,1,1,1,1,0
29381362_786408,1,1,1,1,1,0
29381362_786410,1,1,1,1,1,0
29381362_786422,1,1,1,1,0,0
29381362_786424,1,1,1,1,0,0
29381362_786428,1,1,1,1,0,0
29381362_786429,1,1,1,1,0,0
29381362_786435,1,1,1,1,0,0
29381362_786443,1,1,1,1,0,0
29381362_786447,1,1,1,1,0,0
29381363_143709,0,0,0,0,0,0
29381363_143728,2,2,2,2,2,2
29381363_143740,0,0,0,0,0,0
29381363_143756,0,0,0,0,0,0
29381363_143763,0,0,0,0,0,0
29381363_143775,1,0,0,0,0,0
29381363_143784,0,0,0,0,0,0
29381366_108859,0,0,0,0,0,0
29381366_130503,0,0,0,0,0,0
29381366_191267,0,0,0,0,0,0
29381366_191308,0,0,0,0,0,0
29381366_191375,0,0,0,0,0,0
29381366_191385,0,0,0,0,0,0
29381366_2182704,0,0,0,0,0,0
29381366_2182781,0,0,0,0,0,0
29381366_2182798,0,0,0,0,0,0
29381366_2210350,0,0,0,0,0,0
29381366_2210817,0,0,0,0,0,0
29381367_1587305,0,0,0,0,0,0
29381367_1629319,1,0,0,0,0,0
29381367_1629321,0,0,0,0,0,0
29381367_1857869,2,2,2,2,2,2
29381368_2174930,0,0,0,0,0,0
29381369_2371186,0,0,0,0,0,0
29381369_2373918,0,0,0,0,0,0
29381369_2374198,0,0,0,0,0,0
29381369_2679135,0,0,0,0,0,0
29381369_2688527,0,0,0,0,0,0
29381369_2688539,0,0,0,0,0,0
29381369_2688907,0,0,0,0,0,0
29381369_3216133,0,0,0,0,0,0
29381369_3217232,0,0,0,0,0,0
29381369_3217299,0,0,0,0,0,0
29381369_3224167,0,0,0,0,0,0
29381369_3224374,0,0,0,0,0,0
29381369_3224400,0,0,0,0,0,0
29381369_3224439,0,0,0,0,0,0
29381369_3224530,0,0,0,0,0,0
29381369_4728776,0,0,0,0,0,0
29381369_4728820,0,0,0,0,0,0
29381369_4728876,0,0,0,0,0,0
29381369_4729260,0,0,0,0,0,0
29381370_1433134,1,2,2,2,2,2
29381370_1433148,1,2,2,2,2,2
29381370_1890270,1,2,2,2,2,2
29381370_1890342,1,2,2,2,2,2
29381370_1890345,1,2,2,2,2,2
29381370_1931359,1,2,2,2,2,2
29381370_1931389,1,2,2,2,2,2
29381370_2419367,1,2,2,2,2,2
29381370_2419459,1,2,2,2,2,2
29381370_974297,0,0,0,0,0,0
29381370_974387,0,0,0,0,0,0
29381370_980340,0,0,0,0,0,0
29381370_980347,0,0,0,0,0,0
29381370_980362,0,0,0,0,0,0
29381372_65833,0,0,0,0,0,0
29381374_232653,2,2,2,2,2,2
29381374_232671,0,0,0,0,0,0
29381374_261780,2,2,2,2,2,2
29381374_261793,0,0,0,0,0,0
29381374_327586,2,2,2,2,2,2
29381376_3136766,0,0,0,0,0,0
29381376_3136768,0,0,0,0,0,0
29381376_3248314,1,2,2,2,2,2
29381376_3276175,1,1,2,2,2,2
29381376_3276210,1,1,2,2,2,2
29381376_3276341,1,1,2,2,2,2
29381377_1023058,0,0,0,0,0,0
29381377_1606997,0,0,0,0,0,0
29381378_1355631,0,0,0,0,0,0
29381378_1355636,0,0,0,0,0,0
29381378_300335,0,0,0,0,0,0
29381378_383645,0,0,0,0,0,0
29381378_383755,0,0,0,0,0,0
29381378_452137,0,0,0,0,0,0
29381378_495037,0,0,0,0,0,0
29381378_495094,0,0,0,0,0,0
29381378_583744,0,0,0,0,0,0
29381378_586501,0,0,0,0,0,0
29381378_586545,0,0,0,0,0,0
29381378_586578,0,0,0,0,0,0
29381378_926587,0,0,0,0,0,0
29381381_274057,0,0,0,0,0,0
29381381_274059,2,2,2,2,2,2
29381381_274105,0,0,0,0,0,0
29381381_274106,0,0,0,0,0,0
29381381_274111,1,1,1,1,1,0
29381381_274132,0,0,0,0,0,0
29381381_274133,0,0,0,0,0,0
29381381_274151,1,0,0,0,0,0
29381381_274194,0,0,0,0,0,0
29381381_274195,0,0,0,0,0,0
29381381_274196,1,0,0,0,0,0
29381382_2180539,0,0,0,0,0,0
29381382_2180595,0,0,0,0,0,0
29381382_2180695,0,0,0,0,0,0
29381382_2305517,0,0,0,0,0,0
29381382_2305540,0,0,0,0,0,0
29381382_2305588,0,0,0,0,0,0
29381384_1042549,0,0,0,0,0,0
29381384_1042560,0,0,0,0,0,0
29381384_1042628,0,0,0,0,0,0
29381387_1090225,0,0,0,0,0,0
29381387_1137677,0,0,0,0,0,0
29381387_1140166,0,0,0,0,0,0
29381388_1091104,0,0,0,0,0,0
29381388_1091279,0,0,0,0,0,0
29381388_1091283,0,0,0,0,0,0
29381388_1255214,0,0,0,0,0,0
29381388_1255336,0,0,0,0,0,0
29381388_1420716,0,0,0,0,0,0
29381388_1420726,0,0,0,0,0,0
29381388_1420845,0,0,0,0,0,0
29381388_1495562,0,0,0,0,0,0
29381388_1495622,0,0,0,0,0,0
29381388_1495693,0,0,0,0,0,0
29381388_1648538,0,0,0,0,0,0
29381388_1648624,0,0,0,0,0,0
29381388_1648692,0,0,0,0,0,0
29381388_1649538,0,0,0,0,0,0
29381388_1649603,0,0,0,0,0,0
29381388_1693805,0,0,0,0,0,0
29381388_1755349,0,0,0,0,0,0
29381388_1755401,0,0,0,0,0,0
29381388_1755440,0,0,0,0,0,0
29381388_1755465,0,0,0,0,0,0
29381388_234104,1,1,1,0,0,0
29381388_234168,1,1,1,0,0,0
29381388_235016,1,1,1,0,0,0
29381388_239558,1,0,0,0,0,0
29381388_239566,1,0,0,0,0,0
29381388_239568,1,1,1,1,0,0
29381388_239576,1,0,0,0,0,0
29381388_239579,1,0,0,0,0,0
29381388_239640,1,0,0,0,0,0
29381388_239657,1,0,0,0,0,0
29381388_239665,1,0,0,0,0,0
29381388_239676,0,0,0,0,0,0
29381388_239687,1,0,0,0,0,0
29381388_239694,0,0,0,0,0,0
29381388_239702,1,1,NA,0,0,0
29381388_239727,0,0,0,0,0,0
29381388_239728,1,0,0,0,0,0
29381388_239758,0,0,0,0,0,0
29381388_239764,1,0,0,0,0,0
29381388_239780,1,1,1,0,0,0
29381388_239781,0,0,0,0,0,0
29381388_239811,1,0,0,0,0,0
29381388_239837,1,1,1,0,0,0
29381388_239838,1,1,1,0,0,0
29381388_239857,1,0,0,0,0,0
29381388_239873,1,1,1,0,0,0
29381388_239887,1,1,1,0,0,0
29381388_239897,1,1,1,0,0,0
29381388_239908,1,1,1,0,0,0
29381388_239925,1,1,1,0,0,0
29381388_531503,0,0,0,0,0,0
29381389_145709,1,1,1,1,0,0
29381390_871041,0,0,0,0,0,0
29381390_871080,0,0,0,0,0,0
29381390_871092,0,0,0,0,0,0
29381390_878867,0,0,0,0,0,0
29381390_931414,0,0,0,0,0,0
29381391_196756,1,2,2,2,2,2
29381391_197938,1,2,2,2,2,2
29381391_2822200,0,0,0,0,0,0
29381391_4171542,0,0,0,0,0,0
29381391_4171604,0,0,0,0,0,0
29381391_722617,1,2,2,2,2,2
29381391_722708,0,0,0,0,0,0
29381391_767776,1,2,2,2,2,2
29381391_767814,0,0,0,0,0,0
29381391_767827,0,0,0,0,0,0
29381391_767870,0,0,0,0,0,0
29381391_771057,0,0,0,0,0,0
29381391_771154,1,2,2,2,2,2
29381392_23110,0,0,0,0,0,0
29381392_23162,0,0,0,0,0,0
29381392_23251,0,0,0,0,0,0
29381392_249461,0,0,0,0,0,0
29381392_249521,0,0,0,0,0,0
29381392_249536,0,0,0,0,0,0
29381392_249597,0,0,0,0,0,0
29381392_35605,1,1,1,1,0,0
29381392_35608,1,1,1,1,0,0
29381392_35623,1,1,1,1,0,0
29381392_35628,0,0,0,0,0,0
29381392_35638,1,1,1,1,0,0
29381392_35699,0,0,0,0,0,0
29381392_35712,0,0,0,0,0,0
29381392_35713,0,0,0,0,0,0
29381392_35722,0,0,0,0,0,0
29381392_35733,0,0,0,0,0,0
29381392_35736,0,0,0,0,0,0
29381392_35750,0,0,0,0,0,0
29381392_35751,0,0,0,0,0,0
29381392_35765,0,0,0,0,0,0
29381392_35779,0,0,0,0,0,0
29381392_35806,0,0,0,0,0,0
29381392_35813,0,0,0,0,0,0
29381392_35833,0,0,0,0,0,0
29381392_35836,0,0,0,0,0,0
29381393_1352285,1,1,0,0,0,0
29381393_1352315,0,0,0,0,0,0
29381393_1352371,1,1,0,0,0,0
29381393_1352407,1,1,0,0,0,0
29381393_1680141,2,2,2,2,2,2
29381393_1776313,1,1,0,0,0,0
29381393_1958206,2,2,2,2,2,2
29381393_70747,0,0,0,0,0,0
29381393_70764,0,0,0,0,0,0
29381393_70775,0,0,0,0,0,0
29381393_70860,1,1,1,1,1,1
29381393_70893,0,0,0,0,0,0
29381393_881150,1,1,1,1,1,1
29381393_881190,1,1,1,1,0,0
29381393_881229,0,0,0,0,0,0
29381393_881245,0,0,0,0,0,0
29381393_881249,0,0,0,0,0,0
29381393_881261,0,0,0,0,0,0
29381393_881282,1,1,1,1,1,0
29381393_881290,1,1,1,1,1,0
29381393_881330,1,1,1,1,1,0
29381393_97243,2,2,2,2,2,2
29381397_1976144,1,2,2,2,2,2
29381397_1976172,1,2,2,2,2,2
29381397_1976174,1,2,2,2,2,2
29381397_1976179,1,2,2,2,2,2
29381397_2189339,1,2,2,2,2,2
29381397_2189380,0,0,0,0,0,0
29381397_2238336,1,2,2,2,2,2
29381397_2238549,0,0,0,0,0,0
29381397_2238551,1,2,2,2,2,2
29381397_2238614,2,2,2,2,2,2
29381397_2238615,0,0,0,0,0,0
29381397_3085181,0,0,0,0,0,0
29381397_3085195,1,2,2,2,2,2
29381397_3085243,0,0,0,0,0,0
29381397_599443,0,0,0,0,0,0
29381397_599483,0,0,0,0,0,0
29381397_599574,0,0,0,0,0,0
29381397_754979,1,1,2,2,2,2
29381397_878578,0,0,0,0,0,0
29381397_880595,0,0,0,0,0,0
29381397_882237,0,0,0,0,0,0
29381398_1453733,0,0,0,0,0,0
